Leaving Date,Leaving Reason,Start Date,Division Name,Job Title,Grade Code,Position Reference,FTE,Staff Category,Contract Type,Division Name,Faculty Name,School Name,Subject Group Name,Salary
11/06/2017,Resigned,04/07/2016,Chief Finance Office,Student Assistant,HU01,CHRD455050,0,Professional,Casual,Chief Finance Office,Campus and Accommodation Services,Campus and Accommodation Services,Hull Campus Accommodation Office,
14/06/2017,Resigned,22/03/2010,University Registrar and Secretary,Administration Officer,HU04,CHRDSU022,1,Professional,Continuing,University Registrar and Secretary,Student Services,Registry Services,Registry Services,21220
19/06/2017,Contract Expired,30/01/2017,Academic Affairs,Lecturer,HU07,CHR01875,0,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,32959
22/06/2017,Ill-Health / Dismissed,15/03/2010,Chief Finance Office,Cleaner,HU01,CHRSET136,0.71,Professional,Continuing,Chief Finance Office,Estates,Operations,Cleaning Services,15052
23/06/2017,Resigned,11/11/2013,Academic Affairs,Research Associate / Fellow,HU07,CHR01705,1,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Mechanical Engineering,32959
23/06/2017,Resigned,11/11/2013,Academic Affairs,Student Ambassador,HU01,CHRFEE10117426,0,Professional,Fee,Academic Affairs,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,
30/06/2017,Contract Expired,01/09/2016,Central,TSS Occasional Worker Overarching Contract,,CHR00511,0,Professional,Occasional Worker,Central,TSS,TSS,TSS Register (HR),
30/06/2017,Resigned,01/06/2004,Academic Affairs,Lecturer,HU08,CHRDMS002,1,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Marketing and Business Strategy,46925
30/06/2017,TUPE Exit,01/02/2017,Academic Affairs,Laboratory Technician,HU05,CHR01231,0.5,Professional,Fixed Term,Academic Affairs,Faculty of Health Sciences,Hull York Medical School,Centre for Cardiovascular and Metabolic Research,21220
30/06/2017,Contract Expired,08/09/2014,Education,Student Ambassador,,CHRFEE18214233,0,Professional,Fee,Education,Student Recruitment Directorate,Admissions Service,Admissions,
30/06/2017,Contract Expired,01/10/2016,Academic Affairs,Student Ambassador,HU01,CHR00262,0,Professional,Occasional Worker,Academic Affairs,Faculty of Health Sciences,School of Life Sciences,Psychology,
30/06/2017,Contract Expired,01/10/2016,Central,TSS Occasional Worker Overarching Contract,,CHR00251,0,Professional,Occasional Worker,Central,TSS,TSS,TSS Register (HR),
30/06/2017,Contract Expired,19/11/2014,Academic Affairs,Tutor,HU07,CHRFEE51416157,0,Academic,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Teacher Education,
30/06/2017,Redundancy,03/07/2000,Academic Affairs,Information Officer,HU07,CHRSLA067,0.5,Professional,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",School of Law and Politics,Law,38183
30/06/2017,Contract Expired,26/09/2016,Academic Affairs,Lecturer,HU07,CHRD065168,0.05,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,38183
30/06/2017,Contract Expired,01/10/2015,Academic Affairs,Tutor,HU07,CHRFEE01516330,0,Academic,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,Cultures (American Studies Philosophy),
30/06/2017,Contract Expired,28/09/2015,Academic Affairs,Marker,HU07,CHRFEE01516585,0,Professional,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,Cultures (American Studies Philosophy),
30/06/2017,Contract Expired,06/02/2017,Academic Affairs,Tutor in 3D Design,HU06,CHR01527,1,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of The Arts,Screen,26829
30/06/2017,Contract Expired,01/02/2017,Education,Student Ambassador,HU01,CHR02816,0,Professional,Occasional Worker,Education,Student Recruitment Directorate,Schools and Colleges Liaison Service,Schools and Colleges Engagement,
30/06/2017,Contract Expired,01/02/2017,University Registrar and Secretary,Student Ambassador,HU01,CHR02004,0,Professional,Occasional Worker,University Registrar and Secretary,Student Services,Careers and Employability Service,Careers and Employability Service,
30/06/2017,Contract Expired,01/02/2017,Central,TSS Occasional Worker Overarching Contract,,CHR02003,0,Professional,Occasional Worker,Central,TSS,TSS,TSS Register (HR),
30/06/2017,Contract Expired,30/01/2016,Academic Affairs,Student Ambassador,HU01,CHRFEE01417810,0,Professional,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of The Arts,English,
30/06/2017,Contract Expired,01/09/2016,Academic Affairs,Lector in French,HU06,CHRDFR709,0.75,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,Cultures (American Studies Philosophy),26829
30/06/2017,Resigned,22/10/2007,Academic Affairs,Reader,HU09,CHRDPY060,1,Academic,Continuing,Academic Affairs,Faculty of Science and Engineering,School of Mathematics and Physical Sciences,Physics,55998
30/06/2017,Contract Expired,01/02/2016,Research and Enterprise,Library Assistant,HU04,CHRFEE51217908,0,Professional,Fee,Research and Enterprise,PVC Research and Enterprise Office,Institutes,Wilberforce Institute for the Study of Slavery and Emancipation,
30/06/2017,Contract Expired,23/05/2016,Academic Affairs,Research Assistant,HU06,CHRFEE19717737,0,Professional,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Social Sciences,
30/06/2017,Contract Expired,24/10/2016,Academic Affairs,Teaching Fellow,HU07,CHR00587,0.3,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,History,33943
30/06/2017,Redundancy,16/09/2013,Academic Affairs,Lecturer,HU08,CHRD010018,1,Academic,Continuing,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Economics,44239
30/06/2017,Contract Expired,01/04/2014,Academic Affairs,Demonstrator (Academic),HU06,CHRFEE00813444,0,Academic,Fee,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Computer Science,
30/06/2017,Contract Expired,25/09/2011,Academic Affairs,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR01662,0,Academic,Occasional Worker,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,
30/06/2017,Contract Expired,25/09/2011,Academic Affairs,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR00508,0,Academic,Occasional Worker,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,
30/06/2017,Contract Expired,25/09/2011,Academic Affairs,Modular/Ad-Hoc Sessions Lecturer,HU07,CHR01663,0,Academic,Occasional Worker,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,
30/06/2017,Contract Expired,25/09/2011,Central,TSS Occasional Worker Overarching Contract,,CHR00506,0,Professional,Occasional Worker,Central,TSS,TSS,TSS Register (HR),
30/06/2017,Contract Expired,17/11/2004,Academic Affairs,Tutor,HU10,CHRFEE24416420,0,Professional,Fee,Academic Affairs,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2017,Contract Expired,26/09/2016,Academic Affairs,Lecturer,HU07,CHRD065167,0.2,Academic,Temporary,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Education Studies,34956
30/06/2017,Contract Expired,01/10/2004,Academic Affairs,Supervisor,HU10,CHRFEE19715963,0,Academic,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Social Sciences,
30/06/2017,Contract Expired,02/02/2016,Academic Affairs,Tutor,HU05,CHRFEE10017134,0,Professional,Fee,Academic Affairs,Faculty of Arts Cultures and Education,Faculty of Arts Cultures and Education Office,Faculty of Arts Cultures and Education Office,
30/06/2017,Contract Expired,01/09/2015,Academic Affairs,Chemical Engineer Process Specialist,HU09,CHRD013193,0.2,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Chemical Engineering,51260
30/06/2017,Contract Expired,03/10/2016,Academic Affairs,Associate Lecturer,HU07,CHR00059,0.32,Academic,Fixed Term,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Management Systems,33943
30/06/2017,Contract Expired,01/10/2013,Academic Affairs,Demonstrator (Academic),HU06,CHRFEE03112041,0,Academic,Fee,Academic Affairs,Faculty of Health Sciences,School of Life Sciences,Psychology,
30/06/2017,Contract Expired,06/10/2014,Academic Affairs,Demonstrator,HU06,CHRFEE01614550,0,Academic,Fee,Academic Affairs,Faculty of Science and Engineering,School of Environmental Sciences,Geology,
30/06/2017,Contract Expired,06/10/2014,Academic Affairs,Invigilator,HU03,CHR02687,0,Professional,Occasional Worker,Academic Affairs,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,
30/06/2017,Contract Expired,06/10/2014,University Registrar and Secretary,Invigilator,HU03,CHR02427,0,Professional,Occasional Worker,University Registrar and Secretary,Student Services,Registry Services,Registry Services,
30/06/2017,Contract Expired,06/10/2014,University Registrar and Secretary,Invigilator,HU04,CHR02459,0,Professional,Occasional Worker,University Registrar and Secretary,Student Services,Registry Services,Registry Services,
30/06/2017,Contract Expired,06/10/2014,University Registrar and Secretary,Invigilator,HU03,CHRFEE33317825,0,Professional,Fee,University Registrar and Secretary,Student Services,Registry Services,Registry Services,
30/06/2017,Contract Expired,06/10/2014,University Registrar and Secretary,Invigilator,HU04,CHRFEE33317826,0,Professional,Fee,University Registrar and Secretary,Student Services,Registry Services,Registry Services,
30/06/2017,Contract Expired,06/10/2014,Central,TSS Occasional Worker Overarching Contract,,CHR02489,0,Professional,Occasional Worker,Central,TSS,TSS,TSS Register (HR),
30/06/2017,Contract Expired,01/10/2015,Chief Finance Office,Student Ambassador,HU01,CHRFEE45317502,0,Professional,Fee,Chief Finance Office,Campus and Accommodation Services,Catering and Events,Hull Campus Commercial Services,
30/06/2017,Contract Expired,03/10/2016,Academic Affairs,Demonstrator,HU06,CHRFEE01318140,0,Academic,Occasional Worker,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Mechanical Engineering,
30/06/2017,Contract Expired,03/10/2016,Central,TSS Occasional Worker Overarching Contract,,CHRFEE54818139,0,Academic,Occasional Worker,Central,TSS,TSS,TSS Register (HR),
30/06/2017,Resigned,01/09/2016,Academic Affairs,Lector,HU06,CHRDFR751,0.75,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,Cultures (American Studies Philosophy),26829
30/06/2017,Contract Expired,01/10/2015,Chief Finance Office,Student Ambassador,HU01,CHRFEE45917870,0,Professional,Fee,Chief Finance Office,Campus and Accommodation Services,Catering and Events,Campus Commercial Services Management,
30/06/2017,Contract Expired,01/02/2017,University Registrar and Secretary,Student Ambassador,HU01,CHR02006,0,Professional,Occasional Worker,University Registrar and Secretary,Student Services,Careers and Employability Service,Careers and Employability Service,
30/06/2017,Contract Expired,01/02/2017,Central,TSS Occasional Worker Overarching Contract,,CHR02005,0,Professional,Occasional Worker,Central,TSS,TSS,TSS Register (HR),
30/06/2017,Contract Expired,08/03/2016,Academic Affairs,Intern,HU01,CHRFEE10117349,0,Professional,Fee,Academic Affairs,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,
30/06/2017,Contract Expired,01/02/2017,University Registrar and Secretary,Student Ambassador,HU01,CHR01734,0,Professional,Occasional Worker,University Registrar and Secretary,Student Services,Careers and Employability Service,Careers and Employability Service,
30/06/2017,Contract Expired,01/02/2017,Central,TSS Occasional Worker Overarching Contract,,CHR01733,0,Professional,Occasional Worker,Central,TSS,TSS,TSS Register (HR),
30/06/2017,Contract Expired,01/09/2016,Academic Affairs,Lector,HU06,CHRDFR750,0.75,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,Cultures (American Studies Philosophy),26829
30/06/2017,Contract Expired,06/10/2013,Academic Affairs,Demonstrator (Academic),HU06,CHRFEE01312618,0,Academic,Fee,Academic Affairs,Faculty of Science and Engineering,School of Engineering and Computer Science,Mechanical Engineering,
30/06/2017,Contract Expired,30/01/2017,Academic Affairs,Tutor,HU07,CHR01570,0.1,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,History,38183
30/06/2017,Redundancy,05/11/2001,Academic Affairs,Primary Partnership Office Manager,HU06,CHRDSE007B,1,Professional,Continuing,Academic Affairs,Faculty of Arts Cultures and Education,School of Education and Social Sciences,Teacher Education,32004
30/06/2017,Contract Expired,30/01/2016,Academic Affairs,Student Ambassador,HU01,CHRFEE01417807,0,Professional,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of The Arts,English,
30/06/2017,Contract Expired,09/02/2016,Academic Affairs,Tutor,HU07,CHRFEE21717285,0,Academic,Fee,Academic Affairs,"Faculty of Business, Law and Politics",Hull University Business School,Accounting and Finance,
30/06/2017,Contract Expired,01/09/2015,Academic Affairs,Lector in German,HU06,CHRDFR706,0.75,Academic,Fixed Term,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,Modern Languages,27629
30/06/2017,Contract Expired,30/01/2016,Academic Affairs,Student Ambassador,HU01,CHRFEE01417808,0,Professional,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of The Arts,English,
30/06/2017,Contract Expired,08/03/2016,Academic Affairs,Intern,HU01,CHRFEE10117355,0,Professional,Fee,Academic Affairs,Faculty of Science and Engineering,Faculty of Science and Engineering Office,Faculty of Science and Engineering Office,
30/06/2017,TUPE Exit,01/02/2009,Academic Affairs,Chair in Bio-medical Sciences,HU10,CHRDHY094,1,Academic,Continuing,Academic Affairs,Faculty of Health Sciences,Hull York Medical School,Centre for Cardiovascular and Metabolic Research,88309
30/06/2017,Resigned,06/07/2015,Academic Affairs,Post-Doctoral Research Assistant,HU07,CHRDPY054,1,Academic,Fixed Term,Academic Affairs,Faculty of Science and Engineering,School of Mathematics and Physical Sciences,Physics,33943
30/06/2017,Contract Expired,01/05/2016,Academic Affairs,Other Related,HU06,CHRFEE02017769,0,Professional,Fee,Academic Affairs,Faculty of Arts Cultures and Education,School of Histories Languages and Cultures,History,
